CustomerID,MonthlyCharges,Contract_One year,Contract_Two year,ChurnProbability,PredictedChurn,Contract,RiskCategory,RetentionStrategy
2958-NHPPS,20.850000381469727,0,0,0.248036915374064,0,Month-to-month,Low Risk,Standard retention monitoring
9530-GRMJG,84.0999984741211,0,1,0.014669920506467241,0,Two year,Low Risk,Standard retention monitoring
1809-DMJHQ,46.0,0,0,0.48964301792922027,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
0164-XAIRP,19.549999237060547,0,1,0.08118226412393535,0,Two year,Low Risk,Standard retention monitoring
2926-JEJJC,20.200000762939453,1,0,0.2999090342056644,0,One year,Low Risk,Standard retention monitoring
1169-WCVAK,88.80000305175781,0,0,0.17561406078271496,0,Month-to-month,Low Risk,Standard retention monitoring
1217-VASWC,100.5500030517578,1,0,0.42455576280741775,0,One year,Medium Risk,Offer targeted discount
2452-KDRRH,101.4000015258789,0,0,0.5721421839292068,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
6402-EJMWF,55.29999923706055,0,0,0.6700495737273421,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
7663-CUXZB,113.75,0,1,0.05503559424568782,0,Two year,Low Risk,Standard retention monitoring
4312-KFRXN,25.399999618530277,0,1,0.002329250327304446,0,Two year,Low Risk,Standard retention monitoring
3011-WQKSZ,20.0,0,0,0.1874651694652064,0,Month-to-month,Low Risk,Standard retention monitoring
9747-DDZOS,73.5,0,0,0.8740442483530808,1,Month-to-month,High Risk,Offer contract upgrade discount
2091-MJTFX,51.20000076293945,0,0,0.20255658271959456,0,Month-to-month,Low Risk,Standard retention monitoring
0388-EOPEX,74.4000015258789,0,0,0.6392058186664475,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3161-ONRWK,65.8499984741211,1,0,0.013166047204379357,0,One year,Low Risk,Standard retention monitoring
2587-EKXTS,111.5,0,0,0.5476030882120554,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9752-ZNQUT,48.59999847412109,0,0,0.6016187243149576,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9572-WUKSB,79.94999694824219,0,1,0.008149271250169562,0,Two year,Low Risk,Standard retention monitoring
3836-FZSDJ,24.850000381469727,0,1,0.005621987637085986,0,Two year,Low Risk,Standard retention monitoring
8805-JNRAZ,49.20000076293945,0,0,0.4950986089857199,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3069-SSVSN,25.850000381469727,1,0,0.5028874306712753,1,One year,Medium Risk,Send customer engagement campaign
8015-IHCGW,115.5,0,1,0.04212664493326031,0,Two year,Low Risk,Standard retention monitoring
8132-YPVBX,85.94999694824219,0,0,0.7158758188386328,1,Month-to-month,High Risk,Offer contract upgrade discount
0235-KGSLC,85.55000305175781,0,0,0.7356483072034272,1,Month-to-month,High Risk,Offer contract upgrade discount
1302-UHBDD,89.94999694824219,0,0,0.795202469157877,1,Month-to-month,High Risk,Offer contract upgrade discount
3722-WPXTK,88.3499984741211,0,0,0.8731191334893903,1,Month-to-month,High Risk,Offer contract upgrade discount
7531-GQHME,20.049999237060547,0,0,0.24283682524528516,0,Month-to-month,Low Risk,Standard retention monitoring
1335-NTIUC,24.950000762939453,0,0,0.737596922980485,1,Month-to-month,High Risk,Offer contract upgrade discount
9367-TCUYN,20.100000381469727,0,0,0.26815499943134896,0,Month-to-month,Low Risk,Standard retention monitoring
1536-HBSWP,49.900001525878906,0,0,0.5845715499465144,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
8573-JGCZW,19.649999618530277,1,0,0.2092506793659075,0,One year,Low Risk,Standard retention monitoring
2694-CIUMO,79.55000305175781,0,0,0.5597971989057766,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2027-FECZV,106.6999969482422,0,0,0.7629251789203726,1,Month-to-month,High Risk,Offer contract upgrade discount
9103-TCIHJ,55.70000076293945,0,0,0.3527265962078262,0,Month-to-month,Low Risk,Standard retention monitoring
1545-JFUML,99.0,0,1,0.056796909396917575,0,Two year,Low Risk,Standard retention monitoring
0524-IAVZO,85.0,0,0,0.7507953959578352,1,Month-to-month,High Risk,Offer contract upgrade discount
5519-TEEUH,20.149999618530277,1,0,0.025272194400723594,0,One year,Low Risk,Standard retention monitoring
6654-QGBZZ,19.899999618530277,0,0,0.394550806576599,0,Month-to-month,Low Risk,Standard retention monitoring
2294-DMMUS,70.44999694824219,0,0,0.1471167595167969,0,Month-to-month,Low Risk,Standard retention monitoring
0017-IUDMW,116.8000030517578,0,1,0.02638315499065196,0,Two year,Low Risk,Standard retention monitoring
5018-LXQQG,66.30000305175781,0,0,0.19862049096712414,0,Month-to-month,Low Risk,Standard retention monitoring
5808-TOTXO,20.549999237060547,1,0,0.09716531688539451,0,One year,Low Risk,Standard retention monitoring
1174-FGIFN,90.4499969482422,1,0,0.2518300665664096,0,One year,Low Risk,Standard retention monitoring
0730-KOAVE,81.19999694824219,1,0,0.10060076154080931,0,One year,Low Risk,Standard retention monitoring
6030-REHUX,100.3000030517578,1,0,0.25002592242579336,0,One year,Low Risk,Standard retention monitoring
5313-FPXWG,24.600000381469727,1,0,0.047525019494906645,0,One year,Low Risk,Standard retention monitoring
2834-JKOOW,45.900001525878906,1,0,0.05339379771615885,0,One year,Low Risk,Standard retention monitoring
9430-NKQLY,25.100000381469727,0,1,0.0012260388998762465,0,Two year,Low Risk,Standard retention monitoring
0363-QJVFX,108.1500015258789,0,0,0.27782767102827466,0,Month-to-month,Low Risk,Standard retention monitoring
1658-TJVOA,74.0999984741211,0,0,0.6308807908819418,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
6685-GBWJZ,70.80000305175781,1,0,0.01114593375981347,0,One year,Low Risk,Standard retention monitoring
6328-ZPBGN,95.1500015258789,0,0,0.8995552649651771,1,Month-to-month,High Risk,Offer contract upgrade discount
4003-FUSHP,61.54999923706055,0,0,0.3428255974598345,0,Month-to-month,Low Risk,Standard retention monitoring
7690-KPNCU,73.05000305175781,1,0,0.01812253414302022,0,One year,Low Risk,Standard retention monitoring
2969-WGHQO,69.44999694824219,1,0,0.06655787115760962,0,One year,Low Risk,Standard retention monitoring
1855-CFULU,20.049999237060547,0,0,0.3097511308729864,0,Month-to-month,Low Risk,Standard retention monitoring
9788-YTFGE,19.950000762939453,0,0,0.3283629551088403,0,Month-to-month,Low Risk,Standard retention monitoring
8266-VBFQL,90.4000015258789,0,0,0.7139334563410986,1,Month-to-month,High Risk,Offer contract upgrade discount
2325-NBPZG,74.55000305175781,0,0,0.7055821394207094,1,Month-to-month,High Risk,Offer contract upgrade discount
9906-NHHVC,53.5,0,1,0.05298304465727061,0,Two year,Low Risk,Standard retention monitoring
2541-YGPKE,63.70000076293945,1,0,0.017027179546519732,0,One year,Low Risk,Standard retention monitoring
5049-MUBWG,75.0,1,0,0.20404424098542337,0,One year,Low Risk,Standard retention monitoring
2332-TODQS,25.049999237060547,1,0,0.018086219426081646,0,One year,Low Risk,Standard retention monitoring
4419-UJMUS,99.3499984741211,0,1,0.10612547066388396,0,Two year,Low Risk,Standard retention monitoring
2233-TXSIU,44.45000076293945,1,0,0.06350356568938283,0,One year,Low Risk,Standard retention monitoring
6770-XUAGN,21.0,0,0,0.31741237633671565,0,Month-to-month,Low Risk,Standard retention monitoring
2919-HBCJO,76.6500015258789,0,0,0.861751217696261,1,Month-to-month,High Risk,Offer contract upgrade discount
9508-ILZDG,96.3499984741211,0,0,0.4928084548824761,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5442-BHQNG,70.3499984741211,0,0,0.8497322153748406,1,Month-to-month,High Risk,Offer contract upgrade discount
7250-EQKIY,50.45000076293945,0,0,0.37752384312746806,0,Month-to-month,Low Risk,Standard retention monitoring
6838-HVLXG,20.299999237060547,0,0,0.27302857141997716,0,Month-to-month,Low Risk,Standard retention monitoring
9767-FFLEM,64.0999984741211,0,1,0.024104632310625526,0,Two year,Low Risk,Standard retention monitoring
2245-ADZFJ,80.55000305175781,0,1,0.06764192402242379,0,Two year,Low Risk,Standard retention monitoring
1150-WFARN,108.75,0,1,0.02716023370576863,0,Two year,Low Risk,Standard retention monitoring
9054-FOWNV,88.75,0,0,0.5641761389176194,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9227-LUNBG,81.0999984741211,0,0,0.51874584123832,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
7560-QJAVJ,79.5999984741211,0,1,0.03645373617409179,0,Two year,Low Risk,Standard retention monitoring
2668-TZSPS,20.450000762939453,0,0,0.4017805942960509,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9139-WQQDY,100.4499969482422,1,0,0.20279934980216346,0,One year,Low Risk,Standard retention monitoring
6726-NNFWD,89.44999694824219,0,1,0.047663401913340134,0,Two year,Low Risk,Standard retention monitoring
9330-DHBFL,66.25,1,0,0.015099398306243413,0,One year,Low Risk,Standard retention monitoring
5727-MYATE,90.8000030517578,0,1,0.004379904708009743,0,Two year,Low Risk,Standard retention monitoring
2824-DXNKN,71.44999694824219,0,1,0.020403718785625746,0,Two year,Low Risk,Standard retention monitoring
6166-ILMNY,69.75,0,0,0.9069522225310888,1,Month-to-month,High Risk,Offer contract upgrade discount
5236-XMZJY,59.650001525878906,0,0,0.19754845509765928,0,Month-to-month,Low Risk,Standard retention monitoring
1709-EJDOX,19.75,0,1,0.004297186882719734,0,Two year,Low Risk,Standard retention monitoring
4962-CHQPW,19.850000381469727,1,0,0.028898314298246672,0,One year,Low Risk,Standard retention monitoring
0301-FIDRB,63.79999923706055,0,1,0.007984891085166139,0,Two year,Low Risk,Standard retention monitoring
1820-TQVEV,69.55000305175781,0,0,0.850218069452309,1,Month-to-month,High Risk,Offer contract upgrade discount
9115-YQHGA,51.09999847412109,0,0,0.26980982933316383,0,Month-to-month,Low Risk,Standard retention monitoring
1541-ETJZO,62.04999923706055,0,0,0.43405926796744704,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
8469-SNFFH,85.0,0,0,0.8019299988808196,1,Month-to-month,High Risk,Offer contract upgrade discount
6797-LNAQX,98.3000030517578,0,1,0.17418884197507253,0,Two year,Low Risk,Standard retention monitoring
9588-YRFHY,19.899999618530277,0,1,0.007920076140721816,0,Two year,Low Risk,Standard retention monitoring
1092-GANHU,76.6500015258789,0,0,0.7659815228302206,1,Month-to-month,High Risk,Offer contract upgrade discount
5951-AOFIH,66.4000015258789,0,0,0.25032545349478524,0,Month-to-month,Low Risk,Standard retention monitoring
7029-RPUAV,100.4499969482422,0,0,0.6022603572680689,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4700-UBQMV,75.9000015258789,1,0,0.21285756095544603,0,One year,Low Risk,Standard retention monitoring
3594-UVONA,85.94999694824219,1,0,0.06442348243050802,0,One year,Low Risk,Standard retention monitoring
7750-EYXWZ,60.650001525878906,1,0,0.23359427906561545,0,One year,Low Risk,Standard retention monitoring
7054-ENNGU,50.84999847412109,0,0,0.3811315312585641,0,Month-to-month,Low Risk,Standard retention monitoring
0402-OAMEN,24.450000762939453,0,1,0.003473996149541919,0,Two year,Low Risk,Standard retention monitoring
2195-VVRJF,59.09999847412109,0,0,0.20384989237291976,0,Month-to-month,Low Risk,Standard retention monitoring
8819-ZBYNA,109.0999984741211,0,1,0.043211223573931916,0,Two year,Low Risk,Standard retention monitoring
7748-UMTRK,101.3000030517578,0,0,0.5699380971070225,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
1741-WTPON,115.8499984741211,0,1,0.029917004965800492,0,Two year,Low Risk,Standard retention monitoring
7209-JCUDS,94.9000015258789,0,0,0.8394302346469898,1,Month-to-month,High Risk,Offer contract upgrade discount
2485-ITVKB,35.099998474121094,0,0,0.7826520521750393,1,Month-to-month,High Risk,Offer contract upgrade discount
9648-BCHKM,24.649999618530277,0,1,0.017707305242456423,0,Two year,Low Risk,Standard retention monitoring
0743-HRVFF,56.150001525878906,1,0,0.058707513055904624,0,One year,Low Risk,Standard retention monitoring
2522-AHJXR,109.4499969482422,0,0,0.512150837384254,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9143-CANJF,55.150001525878906,0,0,0.10770008280811237,0,Month-to-month,Low Risk,Standard retention monitoring
1444-VVSGW,115.6500015258789,1,0,0.07104478972508034,0,One year,Low Risk,Standard retention monitoring
6898-MDLZW,53.75,0,0,0.25646992474290353,0,Month-to-month,Low Risk,Standard retention monitoring
0074-HDKDG,61.59999847412109,1,0,0.07107947698892723,0,One year,Low Risk,Standard retention monitoring
3982-JGSFD,20.350000381469727,1,0,0.030821182608397186,0,One year,Low Risk,Standard retention monitoring
7928-VJYAB,90.5999984741211,0,0,0.7408902011698058,1,Month-to-month,High Risk,Offer contract upgrade discount
1522-VVDMG,89.75,0,0,0.417766642609571,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2665-NPTGL,98.0999984741211,0,0,0.7890302977416638,1,Month-to-month,High Risk,Offer contract upgrade discount
8728-SKJLR,74.25,0,0,0.5156684545879952,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
7733-UDMTP,55.0,0,0,0.21145509956684003,0,Month-to-month,Low Risk,Standard retention monitoring
0431-APWVY,90.0999984741211,1,0,0.5722783646992856,1,One year,Medium Risk,Offer targeted discount
5081-NWSUP,64.9000015258789,1,0,0.1449939066413872,0,One year,Low Risk,Standard retention monitoring
2746-DIJLO,56.29999923706055,1,0,0.08327016406104525,0,One year,Low Risk,Standard retention monitoring
7277-OZCGZ,89.05000305175781,0,0,0.4897560377754866,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5236-PERKL,112.9499969482422,0,1,0.27707579370783475,0,Two year,Low Risk,Standard retention monitoring
2788-CJQAQ,19.450000762939453,1,0,0.10579489892295878,0,One year,Low Risk,Standard retention monitoring
3096-WPXBT,100.6999969482422,1,0,0.051691125782396125,0,One year,Low Risk,Standard retention monitoring
9962-BFPDU,20.049999237060547,0,0,0.22255212514190545,0,Month-to-month,Low Risk,Standard retention monitoring
2892-GESUL,19.350000381469727,0,1,0.018332824003721538,0,Two year,Low Risk,Standard retention monitoring
9741-YLNTD,87.94999694824219,0,0,0.8326997098007368,1,Month-to-month,High Risk,Offer contract upgrade discount
1205-WNWPJ,59.5,0,0,0.45164745714141924,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3173-NVMPX,55.29999923706055,0,0,0.26655487445693676,0,Month-to-month,Low Risk,Standard retention monitoring
9661-MHUMO,49.25,0,0,0.20947584628451868,0,Month-to-month,Low Risk,Standard retention monitoring
6000-APYLU,80.80000305175781,0,0,0.8564996983817073,1,Month-to-month,High Risk,Offer contract upgrade discount
0048-PIHNL,20.450000762939453,1,0,0.03451771956277445,0,One year,Low Risk,Standard retention monitoring
9420-LOJKX,99.0999984741211,0,0,0.4569978419655667,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
7061-OVMIM,19.549999237060547,1,0,0.053744798032009065,0,One year,Low Risk,Standard retention monitoring
5671-RQRLP,75.6500015258789,0,1,0.0638315306391698,0,Two year,Low Risk,Standard retention monitoring
5129-JLPIS,105.5,0,0,0.5141700613640242,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5170-PTRKA,111.25,1,0,0.19084526761699014,0,One year,Low Risk,Standard retention monitoring
4819-HJPIW,25.149999618530277,0,0,0.5498098742677681,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
8780-RSYYU,19.200000762939453,0,0,0.13678670479575786,0,Month-to-month,Low Risk,Standard retention monitoring
2335-GSODA,40.09999847412109,0,1,0.017314270190503328,0,Two year,Low Risk,Standard retention monitoring
5696-CEIQJ,103.1500015258789,0,1,0.08790637423087154,0,Two year,Low Risk,Standard retention monitoring
6169-PPETC,20.5,0,1,0.02264472910481362,0,Two year,Low Risk,Standard retention monitoring
4237-RLAQD,45.84999847412109,0,0,0.6603076830039595,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
7359-WWYJV,114.4499969482422,0,1,0.03685640332842577,0,Two year,Low Risk,Standard retention monitoring
8620-RJPZN,20.700000762939453,0,0,0.5073817015943604,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
7426-WEIJX,80.94999694824219,0,0,0.207497156202922,0,Month-to-month,Low Risk,Standard retention monitoring
7629-WIXZF,59.09999847412109,1,0,0.27659078311781765,0,One year,Low Risk,Standard retention monitoring
2616-FLVQC,19.549999237060547,0,1,0.003903147713604414,0,Two year,Low Risk,Standard retention monitoring
9163-GHAYE,48.84999847412109,0,0,0.4700561933222201,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4464-JCOLN,19.850000381469727,1,0,0.08485259169182742,0,One year,Low Risk,Standard retention monitoring
2971-SGAFL,78.75,0,0,0.45496595834925946,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4735-ASGMA,98.3499984741211,0,0,0.7852707447240758,1,Month-to-month,High Risk,Offer contract upgrade discount
5515-AKOAJ,101.3499984741211,1,0,0.29560912316411747,0,One year,Low Risk,Standard retention monitoring
1493-AMTIE,20.200000762939453,0,0,0.6437569114793785,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
1112-CUNAO,89.8499984741211,0,0,0.7169268759068551,1,Month-to-month,High Risk,Offer contract upgrade discount
7571-YXDAD,74.9000015258789,0,0,0.7576577916255373,1,Month-to-month,High Risk,Offer contract upgrade discount
8714-EUHJO,91.1500015258789,0,0,0.5541126628438129,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
9040-KZVWO,75.5,1,0,0.5401148855472185,1,One year,Medium Risk,Send customer engagement campaign
6713-OKOMC,29.75,0,0,0.441368591903148,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
8749-CLJXC,20.049999237060547,0,0,0.39651813032631344,0,Month-to-month,Low Risk,Standard retention monitoring
4713-LZDRV,79.5999984741211,0,0,0.8438440258270604,1,Month-to-month,High Risk,Offer contract upgrade discount
6598-RFFVI,19.299999237060547,1,0,0.14918022055792993,0,One year,Low Risk,Standard retention monitoring
7470-MCQTK,48.75,0,0,0.7634763973217927,1,Month-to-month,High Risk,Offer contract upgrade discount
5524-KHNJP,74.75,1,0,0.042534013603287756,0,One year,Low Risk,Standard retention monitoring
1707-HABPF,91.3000030517578,1,0,0.40084930155741094,0,One year,Medium Risk,Offer targeted discount
4581-LNWUM,49.150001525878906,0,0,0.7134072142904242,1,Month-to-month,High Risk,Offer contract upgrade discount
9710-ZUSHQ,106.75,0,0,0.6990889032521197,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
1697-LYYYX,19.100000381469727,1,0,0.003327378253943753,0,One year,Low Risk,Standard retention monitoring
4013-GUXND,20.799999237060547,0,0,0.40640389905800783,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
5022-JNQEQ,75.8499984741211,0,0,0.5191225737251519,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4983-CCWMC,69.5999984741211,0,0,0.7806353951624246,1,Month-to-month,High Risk,Offer contract upgrade discount
6345-FZOQH,19.899999618530277,0,1,0.002300867443674219,0,Two year,Low Risk,Standard retention monitoring
0962-CQPWQ,20.299999237060547,0,1,0.0055223820037639745,0,Two year,Low Risk,Standard retention monitoring
5495-GPSRW,19.700000762939453,0,1,0.040057874294595515,0,Two year,Low Risk,Standard retention monitoring
2252-JHJGE,104.0,1,0,0.3084797003470057,0,One year,Low Risk,Standard retention monitoring
7356-AYNJP,23.899999618530277,1,0,0.21795790113161123,0,One year,Low Risk,Standard retention monitoring
2019-HDCZY,102.5999984741211,0,1,0.27665051323524686,0,Two year,Low Risk,Standard retention monitoring
8582-KRHPJ,35.0,0,0,0.07588242644991791,0,Month-to-month,Low Risk,Standard retention monitoring
2867-UIMSS,80.5,0,0,0.873542229923109,1,Month-to-month,High Risk,Offer contract upgrade discount
3487-EARAT,74.0999984741211,1,0,0.004579834909791222,0,One year,Low Risk,Standard retention monitoring
9926-PJHDQ,76.80000305175781,0,1,0.0663468251196438,0,Two year,Low Risk,Standard retention monitoring
0289-IVARM,60.54999923706055,0,0,0.1453120540760409,0,Month-to-month,Low Risk,Standard retention monitoring
4672-FOTSD,67.25,0,0,0.2330815885027483,0,Month-to-month,Low Risk,Standard retention monitoring
6198-PNNSZ,109.8000030517578,1,0,0.29842753726269927,0,One year,Low Risk,Standard retention monitoring
7603-USHJS,73.75,0,0,0.5760260149646491,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
6784-XYJAE,55.79999923706055,1,0,0.17792843609326375,0,One year,Low Risk,Standard retention monitoring
3858-XHYJO,105.75,1,0,0.44773864929227275,0,One year,Medium Risk,Offer targeted discount
1087-UDSIH,19.600000381469727,0,0,0.37054831957564455,0,Month-to-month,Low Risk,Standard retention monitoring
7251-LJBQN,103.75,1,0,0.22165322991121542,0,One year,Low Risk,Standard retention monitoring
3200-MNQTF,70.9000015258789,0,1,0.003285739003970257,0,Two year,Low Risk,Standard retention monitoring
9359-UGBTK,72.3499984741211,1,0,0.06936852899440456,0,One year,Low Risk,Standard retention monitoring
8160-HOWOX,66.8499984741211,0,0,0.7708364883296538,1,Month-to-month,High Risk,Offer contract upgrade discount
0258-NOKBL,90.4000015258789,0,0,0.7418426241801295,1,Month-to-month,High Risk,Offer contract upgrade discount
2800-QQUSO,100.3000030517578,0,0,0.7063522748269359,1,Month-to-month,High Risk,Offer contract upgrade discount
2129-ALKBS,26.200000762939453,0,0,0.06540275468057372,0,Month-to-month,Low Risk,Standard retention monitoring
9972-VAFJJ,94.0,1,0,0.10486184930267718,0,One year,Low Risk,Standard retention monitoring
4693-VWVBO,19.549999237060547,0,0,0.46589001679434,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
6969-MVBAI,90.0999984741211,0,0,0.7694486605122608,1,Month-to-month,High Risk,Offer contract upgrade discount
4821-WQOYN,20.100000381469727,0,1,0.0009687706761944794,0,Two year,Low Risk,Standard retention monitoring
6769-DYBQN,85.0,0,0,0.5015216173803398,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4018-PPNDW,24.100000381469727,0,1,0.0023942092973703705,0,Two year,Low Risk,Standard retention monitoring
6288-CHQJB,69.94999694824219,0,1,0.017218224265362014,0,Two year,Low Risk,Standard retention monitoring
4905-JEFDW,41.59999847412109,1,0,0.47036351457976117,0,One year,Medium Risk,Send customer engagement campaign
0559-CKHUS,19.549999237060547,0,1,0.018018799125545736,0,Two year,Low Risk,Standard retention monitoring
2659-VXMWZ,111.3000030517578,1,0,0.1361783446074947,0,One year,Low Risk,Standard retention monitoring
6559-RAKOZ,97.9499969482422,1,0,0.22735125438669598,0,One year,Low Risk,Standard retention monitoring
8809-XKHMD,100.5500030517578,0,1,0.08535682767075936,0,Two year,Low Risk,Standard retention monitoring
6365-HITVU,87.25,0,1,0.00480704251005009,0,Two year,Low Risk,Standard retention monitoring
0134-XWXCE,74.8499984741211,1,0,0.18111672000617404,0,One year,Low Risk,Standard retention monitoring
9720-JJJOR,60.29999923706055,1,0,0.03963406999958782,0,One year,Low Risk,Standard retention monitoring
2782-LFZVW,58.95000076293945,0,0,0.5912618522376107,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
6112-KTHFQ,19.299999237060547,0,0,0.2576637540271739,0,Month-to-month,Low Risk,Standard retention monitoring
9220-ZNKJI,88.80000305175781,0,1,0.044393376562221316,0,Two year,Low Risk,Standard retention monitoring
3174-RKMOW,48.54999923706055,0,0,0.2976587318548139,0,Month-to-month,Low Risk,Standard retention monitoring
9013-AQORL,45.54999923706055,0,0,0.09958816239986253,0,Month-to-month,Low Risk,Standard retention monitoring
2040-OBMLJ,81.69999694824219,1,0,0.24907901914976552,0,One year,Low Risk,Standard retention monitoring
5574-NXZIU,109.1999969482422,0,1,0.04376088760683008,0,Two year,Low Risk,Standard retention monitoring
5446-DKWYW,65.19999694824219,1,0,0.045045165096663745,0,One year,Low Risk,Standard retention monitoring
0480-KYJVA,24.25,0,1,0.0011459382581696098,0,Two year,Low Risk,Standard retention monitoring
1074-AMIOH,108.25,0,0,0.5306477617244585,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
0015-UOCOJ,48.20000076293945,0,0,0.41369348575863546,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
0256-LTHVJ,81.05000305175781,0,0,0.6337594784200625,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4547-LYTDD,72.6500015258789,0,0,0.7767241134075299,1,Month-to-month,High Risk,Offer contract upgrade discount
1077-HUUJM,71.05000305175781,0,0,0.752240255201153,1,Month-to-month,High Risk,Offer contract upgrade discount
2041-JIJCI,64.0,0,0,0.62618621122194,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
1555-HAPSU,23.899999618530277,0,1,0.0011243425388087335,0,Two year,Low Risk,Standard retention monitoring
4323-SADQS,34.5,0,0,0.24009818768219657,0,Month-to-month,Low Risk,Standard retention monitoring
3292-PBZEJ,111.4000015258789,0,0,0.5637667437921722,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
6203-HBZPA,63.900001525878906,0,1,0.010154242840647218,0,Two year,Low Risk,Standard retention monitoring
9755-JHNMN,67.4000015258789,0,1,0.02275636312871675,0,Two year,Low Risk,Standard retention monitoring
7369-TRPFD,18.799999237060547,1,0,0.0726146876099433,0,One year,Low Risk,Standard retention monitoring
9878-TNQGW,80.94999694824219,0,0,0.8771112582973958,1,Month-to-month,High Risk,Offer contract upgrade discount
2279-AXJJK,95.6500015258789,0,0,0.3118108192076483,0,Month-to-month,Low Risk,Standard retention monitoring
5016-IBERQ,84.25,0,0,0.5368476964725327,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
1016-DJTSV,69.69999694824219,0,0,0.7909778395281889,1,Month-to-month,High Risk,Offer contract upgrade discount
8433-WPJTV,103.9000015258789,1,0,0.2322222239951104,0,One year,Low Risk,Standard retention monitoring
8903-XEBGX,55.29999923706055,0,0,0.6554542678776044,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
2632-TACXW,23.649999618530277,0,1,0.009073874156919601,0,Two year,Low Risk,Standard retention monitoring
7952-OBOYL,89.8499984741211,0,0,0.5985139659553458,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
1470-PSXNM,93.6500015258789,1,0,0.15403555646909084,0,One year,Low Risk,Standard retention monitoring
6227-HWPWX,69.0,0,0,0.7884724872829962,1,Month-to-month,High Risk,Offer contract upgrade discount
5924-SNGKP,20.25,1,0,0.014623588131969536,0,One year,Low Risk,Standard retention monitoring
8818-DOPVL,104.4499969482422,0,0,0.627372979109878,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
4521-WFJAI,25.950000762939453,0,1,0.020629563827825333,0,Two year,Low Risk,Standard retention monitoring
4724-WXVWF,95.4000015258789,0,0,0.42617574790356966,0,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
3717-OEAUQ,70.69999694824219,0,0,0.7901762110390576,1,Month-to-month,High Risk,Offer contract upgrade discount
8165-ZJRNM,23.75,0,1,0.0032958135868800297,0,Two year,Low Risk,Standard retention monitoring
7838-LAZFO,78.80000305175781,1,0,0.0990873606384273,0,One year,Low Risk,Standard retention monitoring
0513-RBGPE,62.79999923706055,0,1,0.0055400513871556555,0,Two year,Low Risk,Standard retention monitoring
7251-XFOIL,89.19999694824219,0,0,0.5367465434411426,1,Month-to-month,Medium Risk,Offer loyalty benefits and contract upgrade
